"id","authors","year","title","WI","number","version","media","comment","newname","publisher","subtitle","publishdate","pagecount","category","language","sale","price","currency","mature","isbn10","isbn13","matching"
133,"ZÃ¶bel, D., Albrecht, W.",0,"Echtzeitsysteme",11,513,"","","","Echtzeitsysteme im Alltag","Springer-Verlag","Fachtagung der GI-Fachgruppe Echtzeitsysteme (RT), Boppard, 30. November/1. Dezember 2006","2007-06-19","108","Computers","de","FOR_SALE","39.99","EUR","NOT_MATURE",NA,"9783540682172","2"
137,"Inmon, William H.",0,"Building the operational data store",15,493,"","","","Building the Operational Data Store","Wiley",NA,"1999-06-11","336","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","047132888X","9780471328889","0"
138,"Papazoglou",0,"OOERÃ¯95",90,1021,"b","LNCS","","OOER '95 Object-Oriented and Entity-Relationship Modeling","Springer Science & Business Media","14th International Conference, Gold Coast, Australia, December 13 - 15, 1995. Proceedings","1995-11-23","449","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540606726","9783540606727","2"
139,"Laudon, Kenneth C.",0,"Essentials of management information systems",12,252,"","","","Essentials of Management Information Systems",NA,"Managing the Digital Firm","2005","636","Business & Economics","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"0"
140,"Knuth, Donald E.",0,"The TeXbook",14,166,"b","","","The texbook","Addison-Wesley Professional",NA,"1984-01-01","483","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"0"
141,"Bensberg, Frank",0,"Web log mining",15,585,"f","","","Web Log Mining als Instrument der Marketingforschung","Springer-Verlag","Ein systemgestaltender Ansatz fur internetbasierte Markte","2013-03-08","278","Business & Economics","de","FOR_SALE","36.99","EUR","NOT_MATURE",NA,"9783322915054","0"
142,"Gusfield, Dan",0,"Algorithms on strings, trees and sequences",14,549,"a","","","Algorithms on Strings, Trees and Sequences","Cambridge University Press","Computer Science and Computational Biology","1997-05-28","534","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0521585198","9780521585194","0"
146,"Wegener, Ingo",0,"Theoretische Informatik",54,53,"a","","","Theoretische Informatik","Springer-Verlag","Eine algorithmenorientierte Einfuhrung","2013-04-17","238","Technology & Engineering","de","FOR_SALE","36.99","EUR","NOT_MATURE",NA,"9783322946874","0"
147,"Keller, JÃ¶rg",0,"Hardware Design",11,526,"","","","Hardware Design","Springer-Verlag","Formaler Entwurf digitaler Schaltungen","2013-09-03","416","Technology & Engineering","de","FOR_SALE","36.99","EUR","NOT_MATURE",NA,"9783322934383","2"
149,"Atzeni, Paolo (Hrsg.)",0,"The world wide web and databases",90,1590,"","LNCS","","The World Wide Web and Databases","Springer Science & Business Media","International Workshop WebDB'98, Valencia, Spain, March 27- 28, 1998 Selected Papers","1999-04-14","212","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540658904","9783540658900","0"
150,"Chang, George",0,"Mining the world wide web",25,173,"","","","Mining the World Wide Web","Springer Science & Business Media","An Information Search Approach","2001-07-31","168","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0792373499","9780792373490","0"
153,"May, Cathy",0,"The PowerPC Architecture",11,619,"","","","The powerPC architecture and simulation",NA,NA,"1996",NA,NA,"ar","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"2"
154,"Lemay",0,"Java",11,580,"","","","Java 2 in 21 Tagen",NA,"Programmieren lernen mit Suns J2SE Version 1.3 ; dynamische und interaktive Webseiten mit Java-Applets erstellen ; Java-Konzepte und -Techniken kennen lernen und anwenden","2001","696",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3827260140","9783827260147","0"
155,"Lackes, Richard",0,"Datensicht von Informationssystemen (CD-ROM)",15,499,"","","","Neuronale Netze in der Unternehmensplanung",NA,"Grundlagen, Entscheidungsunterstutzung, Projektierung","2000","260",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3800625083","9783800625086","4"
156,"SuSe",0,"SuSE-Linux 6.0",11,673,"","","","SuSe Linux 6.0",NA,"Installation, Konfiguration und erste Schritte","1998","525",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3930419726","9783930419722","2"
159,"Kay, Michael",0,"XSLT",14,636,"","","","XSLT","Wrox","Programmer's Reference","2004-05-21","992","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9780764558580","0"
162,"Richardson, Daniel",0,"Logic, languages, formalism, informalism",14,509,"","","","Logic, Language, Formalism, Informalism","Itp - Media",NA,"1995","246","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"0"
163,"Dittrich, Klaus R.",0,"Aktive Datenbanksysteme",15,418,"b","","","Aktive Datenbanksysteme",NA,"Konzepte und Mechanismen","1996","104",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3826601726","9783826601729","0"
165,"Knuth, Donald E.",0,"TEX: The Programm",14,518,"","","","TEX","Addison-Wesley","the program","1986","594","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"0"
166,"Tanenbaum, Andrew S.",0,"Modern Operating Systems",11,427,"c","","","Modern Operating Systems","Pearson Higher Ed",NA,"2014-04-02","1136","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9780133592511","0"
167,"Baumgardt, Michael",0,"Creative web design",11,678,"","","","Creative Web Design","Springer Science & Business Media","Tips and Tricks Step by Step","2012-12-06","173","Computers","en","FOR_SALE","58.3","EUR","NOT_MATURE",NA,"9783642588297","0"
168,"Podcameni",0,"Distributed relational Databases",15,417,"","","","Distributed Relational Database","Prentice Hall","Cross-platform Connectivity and Applications","1996-01-01","577","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"0"
169,"KÃ_tz, Martin (Hrsg.)",0,"Kennzahlen in der IT",50,21,"c","","","Kennzahlen in der IT",NA,"Werkzeuge fur Controlling und Management","2011","350","Ratio analysis","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","389864703X","9783898647038","2"
171,"Ramakrishnan, Raghu",0,"Database management systems",15,216,"b","","","Database Management Systems","McGraw-Hill Professional",NA,"2003","1065","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0072465638","9780072465631","0"
173,"Morrison, Ron",0,"Advances in Databases",90,1094,"","LNCS","","Advances in Databases","Springer Science & Business Media","14th British National Conference on Database, BNCOD 14 Edinburgh, UK, July 3 - 5, 1996. Proceedings","1996-06-19","229","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540614427","9783540614425","0"
174,"Bunse, Christian",0,"Vorgehensmodelle kompakt",14,712,"","","","Vorgehensmodelle kompakt","Spektrum Akademischer Verlag",NA,"2002","122","Softwareentwicklung - Objektorientierung - Vorgehensmodell","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","382741203X","9783827412034","0"
175,"Eder, Johann (Ed.)",0,"Advances in databases and information systems",90,1691,"","LNCS","","Advances in Databases and Information Systems","Springer Science & Business Media","Third East European Conference, ADBIS'99, Maribor, Slovenia, September 13-16, 1999, Proceedings","1999-09-01","381","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783540664857","0"
176,"Hansmann, Holger",0,"Architekturen Workflow gestÃ_tzter PPS-Systeme",18,714,"d","Diss","","Architekturen Workflow-gestutzter PPS-Systeme",NA,"Referenzmodelle fur die Koordination von Prozessen der Auftragsabwicklung von Einzel- und Kleinserienfertigern","2003","285",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3832502823","9783832502829","3"
178,"Strothotte, Thomas",0,"Computational visualization",11,668,"","","","Computational Visualization","Springer Science & Business Media","Graphics, Abstraction and Interactivity","2012-12-06","459","Computers","en","FOR_SALE","58.3","EUR","NOT_MATURE",NA,"9783642598470","0"
179,"Schek, Hans-JÃ¶rg",0,"Advances in databasse technology - EDBT'98",90,1377,"","LNCS","","Advances in Database Technology - EDBT '98","Springer Science & Business Media","6th International Conference on Extending Database Technology, Valencia, Spain, March 23-27, 1998.","1998-03-04","513","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540642641","9783540642640","2"
180,"Nakhimovsky, Alexander",0,"Google, Amazon and Beyond",25,295,"","","","Google, Amazon, and Beyond","Apress","Creating and Consuming Web Services","2003-12-03","352","Computers","en","FOR_SALE","19.56","EUR","NOT_MATURE","143020818X","9781430208181","0"
181,"GI",0,"Datenbanksysteme fÃ_r Business, Technologie und Web (BTW 2003)",10,323,"","","oben","Wirtschaftsentwicklung, Krise und Peripherisierung",NA,"eine monetare Analyse am Beispiel Sudkoreas","2003","374",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"4"
182,"Mowbray, Thomas J.",0,"CORBA",15,447,"","","","CORBA Design Patterns","John Wiley & Sons Incorporated",NA,"1997-02-05","333","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"0"
183,"Levene, Mark",0,"A guided tour of relational databases and beyond",15,511,"","","","A Guided Tour of Relational Databases and Beyond","Springer Science & Business Media",NA,"1999-05-28","625","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","1852330082","9781852330088","0"
184,"Afrati, Foto",0,"Database Theory - ICDT '97",90,1186,"","LNCS","","Database Theory - ICDT '97","Springer Science & Business Media","6th International Conference, Delphi, Greece, January 8-10, 1997. Proceedings","1997-01-01","475","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540622225","9783540622222","0"
185,"Lusti, Markus",0,"Data Warehousing und Data Mining",15,636,"","","","Data Warehousing und Data Mining","Springer-Verlag","Eine Einfuhrung in entscheidungsunterstutzende Systeme","2013-03-07","444","Computers","de","FOR_SALE","29.99","EUR","NOT_MATURE",NA,"9783642560330","0"
186,"Scheer, August-Wilhelm",0,"Von Prozessmodellen zu lauffÃ_higen Anwendungen",12,507,"","","","Organisatorische Konsequenzen des Einsatzes von Computer Aided Design (CAD) im Rahmen von CIM",NA,NA,"1989","90",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"3"
188,"Behme, Henning",0,"XML in der Praxis",11,597,"b","","","XML in der Praxis",NA,"Buch","1998","328",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3827313309","9783827313300","2"
189,"Oesterreich, Bernd",0,"Objektorientierte GeschÃƒÂ_ftsprozessmodellierung",13,577,"b","","","Diagnostik, Therapiemoglichkeiten und ihre Erfolgsbewertung bei Kiefergelenkerkrankungen",NA,NA,"1988","222",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"4"
190,"Lynch, Nancy",0,"Atomic transactions",15,248,"","","","Anonymous Atomic Transactions",NA,NA,"1996","16","Computer network protocols","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"2"
192,"Kappel, Gerti",0,"Objectorientierte Informationssysteme",12,265,"b","","","UML at Work.",NA,"Von der Analyse zur Realisierung.","1999","357",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","393258838X","9783932588389","4"
193,"Jones, Russ",0,"HTML und das WWW",11,533,"","","","HTML und das World Wide Web",NA,NA,"1995","202",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3930673347","9783930673346","0"
194,"Harel, David",0,"Computers Ltd.",10,311,"","","","Computers Ltd","Oxford University Press","What They REALLY Can't Do","2003-09-25","222","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0198604424","9780198604426","0"
196,"Tanenbaum, Andrew S.",0,"Computerarchitektur (5. Aufl.)",15,113,"f","","","Computerarchitektur",NA,"Strukturen, Konzepte, Grundlagen","2006","829","Computer architecture","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3827371511","9783827371515","3"
197,"Menzies, Christof (Hrsg.)",0,"Sarbanes-Oxley und Corporate Compliance",70,1168,"","","","Sarbanes-Oxley und Corporate Compliance",NA,"Nachhaltigkeit, Optimierung, Integration","2006","506",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3791024906","9783791024905","0"
198,"Tan, Pan-Ning",0,"Introduction to Data Mining",15,667,"","","","Introduction To Data Mining","Pearson Education India",NA,"2007-09-01","792",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","8131714721","9788131714720","2"
199,"Inmon, William H.",0,"Using the data warehouse",13,433,"b","","","Using the data warehouse","John Wiley & Sons Inc",NA,"1994-07-27","304","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"0"
200,"Schwederski, Thomas",0,"Verbindungsnetze",11,599,"","","","Verbindungsnetze","Vieweg+Teubner Verlag","Strukturen und Eigenschaften","1996-10-01","420","Technology & Engineering","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","351902134X","9783519021346","0"
202,"GÃ_nther, Oliver",0,"Environmental information systems",15,465,"","","","Environmental Information Systems in Industry and Public Administration","IGI Global",NA,"2000-07-01","448","Technology & Engineering","en","FOR_SALE","74.94","EUR","NOT_MATURE","1930708831","9781930708839","2"
203,"Lehner, Wolfgang",0,"Multidimensionale Datenbanksysteme",15,539,"","","","Multidimensionale Datenbanksysteme","Springer-Verlag","Modellierung und Verarbeitung","2013-03-13","290","Technology & Engineering","de","FOR_SALE","36.99","EUR","NOT_MATURE",NA,"9783322867667","2"
204,"Ziegler, Thomas",0,"EinfÃ_hrung in WAP und WML",11,717,"","","","Darstellung der philosophischen und theologischen Gelehrsamkeit des Herrn Dr. Gregorius Thomas Ziegler, Bischofes von Linz, oder: Beleuchtung der Schrift desselben unter dem Titel: ìSechszehn Thesen, welche der ... Erzbischof von Koln ... seinem Clerus zu unterzeichnen vorgelegt hat,î etc",NA,NA,"1838","86",NA,"de","FREE",NA,NA,"NOT_MATURE",NA,NA,"4"
206,"Rabinovich, Michael",0,"Web caching and replication",25,182,"","","","Web Caching and Replication","Addison-Wesley Professional",NA,"2002","361","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0201615703","9780201615708","0"
207,"Chamberlin, Don",0,"Using the new DB2",15,431,"","","","Using the New DB2","Morgan Kaufmann","IBM's Object-relational Database System","1996","682","Database management","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"0"
208,"Batini, Carlo",0,"Data quality",15,692,"a","","","Data Quality","Springer Science & Business Media","Concepts, Methodologies and Techniques","2006-09-27","282","Computers","en","FOR_SALE","66.63","EUR","NOT_MATURE",NA,"9783540331735","0"
209,"Mohania, Mukesh (Hrsg.)",0,"Data Warehousing and Knowledge Discovery",90,1676,"","LNCS","","Data Warehousing and Knowledge Discovery","Springer","Second International Conference, DaWaK 2000 London, UK, September 4-6, 2000 Proceedings","2003-05-15","440","Computers","en","FOR_SALE","64.13","EUR","NOT_MATURE",NA,"9783540444664","2"
211,"Rudd, A.",0,"Implementing practical DB2 applications",15,439,"","","","Implementing Practical DB2 Applications","Springer Science & Business Media",NA,"2012-12-06","206","Computers","en","FOR_SALE","55.8","EUR","NOT_MATURE",NA,"9781447110354","0"
213,"Gray, Jim",0,"The Benchmark Handbook",15,182,"b","","","The Benchmark Handbook","Morgan Kaufmann Pub","For Database and Transaction Processing Systems","1993","592","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"2"
215,"Kozen, Dexter C.",0,"Automata and computability",54,3,"","","","Automata and Computability","Springer",NA,"2013-11-11","400","Computers","en","FOR_SALE","58.3","EUR","NOT_MATURE",NA,"9783642857065","0"
216,"Kumar, Vijay",0,"Performance of concurrency control...",15,399,"","","","Performance of Concurrency Control Mechanisms in Centralized Database Systems",NA,NA,"1996","643","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0130654426","9780130654427","2"
217,"Gurari, Eitan M.",0,"TEX and LATEX",14,466,"","","","The Computer Science of TeX and LaTeX","Lulu.com",NA,NA,NA,NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9781105415913","2"
218,"Pinter, Ron Y. (Hrsg.)",0,"Next generation information technologies and systems",90,1649,"","LNCS","","Next Generation Information Technologies and Systems","Springer Science & Business Media","4th International Workshop, NGITS'99 Zikhron-Yaakov, Israel, July 5-7, 1999 Proceedings","1999-06-25","325","Business & Economics","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783540662259","0"
219,"Elmagarmid, Ahmed K.",0,"Video Database Systems",15,445,"","","","Video Database Systems","Springer Science & Business Media","Issues, Products and Applications","2007-08-23","178","Computers","en","FOR_SALE","124.94","EUR","NOT_MATURE",NA,"9780585368108","0"
221,"Thomas, Joachim",0,"An approach to query processing in advanced database systems",15,426,"","Diss","","An Approach to Query Processing in Advanced Database Systems",NA,NA,"1996","224",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"0"
222,"Dal Cin, Mario",0,"Rechnerarchitektur",11,606,"","","","Einfuhrung in die Rechnerarchitektur","Hanser Verlag","Prozessoren und Systeme ; mit 39 Beispielen und einer CD-ROM","2003","195",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3446222421","9783446222427","2"
223,"Gray, Jim",0,"Transaction Processing",11,447,"","","","Transaction Processing",NA,"Concepts and Techniques","2009","1097","Transaction systems (Computer systems)","zh-CN","NOT_FOR_SALE",NA,NA,"NOT_MATURE","7115195862","9787115195869","0"
224,"Goble, Carole (Hrsg.)",0,"Advances in databases",90,940,"","LNCS","","Advances in Databases","Springer Science & Business Media","13th British National Conference on Databases, BNCOD 13, Manchester, United Kingdom, July 12 - 14, 1995. Proceedings","1995-06-28","276","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540601007","9783540601005","0"
225,"Wendt, Matthias",0,"Praxisbuch CBT und WBT ; konzipieren, entwickeln, gestalten",21,59,"","CD","","Meeresangeln in Ostsee, Nordsee und Nordatlantik",NA,"Die Angelschule","2012","96",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3275018418","9783275018413","4"
226,"Bressan, StÂ‚phane",0,"Efficiency and Effectiveness of XML Tools and Techniques and Data Integration over the Web",90,2590,"","LNCS","","Efficiency and Effectiveness of XML Tools and Techniques and Data Integration over the Web","Springer","VLDB 2002 Workshop EEXTT and CAiSE 2002 Workshop DTWeb. Revised Papers","2003-07-01","266","Business & Economics","en","FOR_SALE","49.97","EUR","NOT_MATURE",NA,"9783540365563","2"
